         105324242 function calls (104113373 primitive calls) in 111.796 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:554(precompile)
       31    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:698(_ensure_dtype_type)
        6    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/function_base.py:4616(append)
       20    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:5969(_maybe_cast_with_dtype)
      155    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:429(is_timedelta64_dtype)
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:188(_reconstruct_data)
       13    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:367(array_equivalent)
       14    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numerictypes.py:569(find_common_type)
       24    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_methods.py:37(_amax)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:1374(wrapper)
      115    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:64(<genexpr>)
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:199(dtype)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:4797(<genexpr>)
       46    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:757(is_signed_integer_dtype)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
       18    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1911(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:552(_get_concat_axis)
       18    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:202(_consolidate_key)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/utils.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:609(_concat_indexes)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4472(identical)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:1269(_validate_read_indexer)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4330(append)
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:190(needs_filling)
       11    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:150(from_blocks)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1617(construct_1d_object_array_from_listlike)
       54    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:89(ophelper)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4358(_concat)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
        8    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/tools/datetimes.py:183(_box_as_indexlike)
        1    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
       39    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:602(condition)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:619(isna_all)
       15    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:510(_shallow_copy)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_methods.py:41(_amin)
       29    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:195(func)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:4337(reindex)
       29    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/base.py:429(size)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:273(stringToExpression)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:1320(_get_counts)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:10858(any)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:937(parse)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:10593(any)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/datetimes.py:282(__new__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:10565(_logical_func)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/range.py:152(_data)
       96    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1187(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:708(getExprNames)
       28    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numerictypes.py:545(_can_coerce_all)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:5513(delete)
        5    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:5011(_maybe_promote)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:261(__getstate__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:413(copy)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:435(_parse_sub)
       86    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:57(check)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:309(_from_sequence_not_strict)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:151(copy)
        5    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:605(is_excluded_dtype)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:493(_parse)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:2204(convert_to_index_sliceable)
        9    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:536(_combine_concat_plans)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:318(_verify_integrity)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(delete)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:210(_get_filepath_or_buffer)
       30    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:1784(__hash__)
       97    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/codecs.py:331(getstate)
       28    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/random.py:399(<listcomp>)
       34    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:813(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:542(_get_comb_axis)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       13    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
       91    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:912(is_datetime64_any_dtype)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:574(_engine)
       20    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:610(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_compile.py:598(_code)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/function_base.py:4236(delete)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/tools/datetimes.py:87(should_cache)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/utils.py:1010(_median_nancheck)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/api.py:65(get_objs_combined_axis)
       46    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:355(is_datetime64_dtype)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:1891(sequence_to_dt64ns)
       14    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:132(<listcomp>)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:2157(__reduce__)
       12    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1705(ravel)
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:503(_get_attributes_dict)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:255(inner)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numeric.py:268(full)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/api.py:109(_get_combined_index)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:264(notna)
        9    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:24(_get_dtype_kinds)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       32    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:328(_na_ok_dtype)
      172    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/multiarray.py:1078(putmask)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:440(nanany)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:2116(maybe_convert_dtype)
       19    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:681(is_consolidated)
       27    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:139(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2175(iget)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:47(__new__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(mean)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:393(ExpressionNode)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:743(infer_dtype_from_scalar)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/distutils/version.py:302(__init__)
        8    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:263(is_dict_like)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:826(copy)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:677(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:142(_remove_nan_1d)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/base.py:796(__iter__)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/distutils/version.py:307(parse)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3269(mean)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_asarray.py:298(<setcomp>)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:221(index_labels_to_array)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1509(_maybe_dedup_names)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/range.py:85(__new__)
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:689(_consolidate_check)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1699(<listcomp>)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:641(__len__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(moveaxis)
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:231(_ensure_arraylike)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_compile.py:71(_compile)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       19    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:178(binop)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_methods.py:56(_all)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4316(_can_hold_identifiers_and_holds_name)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_methods.py:143(_mean)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:465(_array_equivalent_object)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:487(compileThreeAddrForm)
       28    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:1365(_maybe_null_out)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numeric.py:1371(moveaxis)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:290(_simple_new)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:525(<listcomp>)
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:508(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:244(_isna_string_dtype)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1371(_validate_parse_dates_presence)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:512(toString)
       45    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/base.py:81(_reset_cache)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       17    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:151(allOf)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/utils.py:164(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:469(_validate_fill_value)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/logging/__init__.py:2014(getLogger)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_compile.py:536(_compile_info)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:52(_wrapfunc)
      3/1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:188(typeCompileAst)
       84    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:501(_is_uniform_reindex)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:519(_validate_scalar)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:274(__getitem__)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(bincount)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:245(get_values)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:303(__len__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:689(copy_with)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numeric.py:144(ones)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/logging/__init__.py:1280(getLogger)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:505(quadrupleToString)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:999(argsort)
       14    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numerictypes.py:621(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2172(array_values)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/_config/config.py:232(__call__)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
       73    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/__config__.py:3(<module>)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:360(is_sequence)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:1949(__getstate__)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:3394(_convert_listlike_indexer)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:659(__init__)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:424(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:876(_clean_options)
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
    88/44    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:145(postorderWalk)
